Page Name,English Text,pl,th,fr,de,lv,sk,km,es,pt,nl
NEW - View Submissions Page,Auto Save,Automatyczne zapisywanie,บันทึกอัตโนมัติ,Sauvegarde automatique,Automatisch speichern,Auto Save,Automatické uloženie,រក្សាទុកដោយស្វ័យប្រវត្តិ,Guardar automáticamente,Salvamento automático,Automatisch opslaan
NEW - View Submissions Page,Save Draft,Zapisz wersję roboczą,บันทึกฉบับร่าง,Enregistrer le brouillon,Entwurf speichern,Saglabāt melnrakstu,Uložiť koncept,រក្សាទុកសេចក្តីព្រាង,Guardar borrador,Salvar rascunho,Concept opslaan
NEW - View Submissions Page,Mark as Graded,Oznacz jako ocenione,ทำเครื่องหมายว่าให้คะแนนแล้ว,Marquer comme noté,Als benotet markieren,Atzīmēt kā novērtētu,Označiť ako klasifikované,សម្គាល់ថាជាចំណាត់ថ្នាក់,Marcar como calificado,Marcar como avaliado,Markeer als beoordeeld
NEW - View Submissions Page,Not started,Nie rozpoczęte,ไม่ได้เริ่ม,Pas commencé,Nicht gestartet,Nav sākts,Nespustené,មិនបានចាប់ផ្តើមទេ។,No iniciado,Não iniciado,Niet gestart
NEW - View Submissions Page,In Progress,W toku,อยู่ระหว่างดำเนินการ,En cours,In Bearbeitung,Notiek,Prebieha,កំពុងដំណើរការ,En progreso,Em andamento,In uitvoering
NEW - Pagination & Admin Page,Page,Strona,หน้า,Pages,Seite,Lapa,Stránka,ទំព័រ,Página,Página,Pagina
NEW - Pagination & Admin Page,All,Wszystko,ทั้งหมด,Tout,Alle,Visi,Všetky,ទាំងអស់។,Todos,Todos,Allemaal
NEW - Pagination & Admin Page,Archived,Zarchiwizowane,เก็บถาวรแล้ว,Archivé,Archiviert,Arhivēts,Archivované,ទុកក្នុងប័ណ្ណសារ,Archivado,Arquivado,Gearchiveerd
NEW - Add Student Modal,Add students,Dodaj uczniów,เพิ่มนักเรียน,Ajouter des étudiants,Studenten hinzufügen,Pievienojiet studentus,Pridajte študentov,បន្ថែមសិស្ស,Agregar estudiantes,Adicionar alunos,Voeg studenten toe
NEW - Add Student Modal,Choose how you would like to add students,Wybierz sposób dodawania uczniów,เลือกวิธีที่คุณต้องการเพิ่มนักเรียน,Choisissez comment vous souhaitez ajouter des étudiants,"Wählen Sie aus, wie Sie Schüler hinzufügen möchten","Izvēlieties, kā vēlaties pievienot skolēnus","Vyberte, ako chcete pridať študentov",ជ្រើសរើសរបៀបដែលអ្នកចង់បន្ថែមសិស្ស,Elija cómo desea agregar estudiantes,Escolha como você gostaria de adicionar alunos,Kies hoe je leerlingen wilt toevoegen
NEW - Add Student Modal,Create individual account,Utwórz konto indywidualne,สร้างบัญชีส่วนบุคคล,Créer un compte individuel,Erstellen Sie ein individuelles Konto,Izveidojiet individuālu kontu,Vytvorte si individuálny účet,បង្កើតគណនីផ្ទាល់ខ្លួន,Crear cuenta individual,Criar conta individual,Maak een individueel account aan
NEW - Add Student Modal,Manually create a single student account,Ręcznie utwórz pojedyncze konto studenckie,สร้างบัญชีนักเรียนบัญชีเดียวด้วยตนเอง,Créer manuellement un seul compte étudiant,Erstellen Sie manuell ein einzelnes Studentenkonto,Manuāli izveidojiet vienu studenta kontu,Manuálne vytvorte jeden študentský účet,បង្កើតគណនីសិស្សតែមួយដោយដៃ,Crear manualmente una cuenta de estudiante única,Crie manualmente uma única conta de aluno,Maak handmatig één studentenaccount aan
NEW - Add Student Modal,Create bulk accounts,Utwórz konta zbiorcze,สร้างบัญชีจำนวนมาก,Créer des comptes groupés,Erstellen Sie Massenkonten,Izveidojiet lielapjoma kontus,Vytvorte hromadné účty,បង្កើតគណនីភាគច្រើន,Crear cuentas masivas,Crie contas em massa,Maak bulkaccounts aan
NEW - Add Student Modal,Upload CSV or manually enter multiple students,Prześlij plik CSV lub ręcznie wprowadź wielu uczniów,อัปโหลด CSV หรือป้อนนักเรียนหลายคนด้วยตนเอง,Téléchargez CSV ou saisissez manuellement plusieurs étudiants,Laden Sie eine CSV-Datei hoch oder geben Sie mehrere Schüler manuell ein,Augšupielādējiet CSV vai manuāli ievadiet vairākus skolēnus,Nahrajte súbor CSV alebo manuálne zadajte viacero študentov,បង្ហោះ CSV ឬបញ្ចូលសិស្សច្រើននាក់ដោយដៃ,Cargue CSV o ingrese manualmente varios estudiantes,Carregue CSV ou insira manualmente vários alunos,Upload CSV of voer handmatig meerdere leerlingen in
NEW - Add Student Modal,Link via SSO,Link przez SSO,ลิงก์ผ่าน SSO,Lien via SSO,Verknüpfung über SSO,"Saite, izmantojot SSO",Prepojiť cez SSO,ភ្ជាប់តាមរយៈ SSO,Enlace a través de SSO,Link via SSO,Koppeling via SSO
NEW - Add Student Modal,Connect existing accounts from Google or Microsoft,Połącz istniejące konta Google lub Microsoft,เชื่อมต่อบัญชีที่มีอยู่จาก Google หรือ Microsoft,Connectez les comptes existants de Google ou Microsoft,Verbinden Sie bestehende Konten von Google oder Microsoft,Savienojiet esošos Google vai Microsoft kontus,Pripojte existujúce účty od spoločnosti Google alebo Microsoft,ភ្ជាប់គណនីដែលមានស្រាប់ពី Google ឬ Microsoft,Conecte cuentas existentes de Google o Microsoft,Conecte contas existentes do Google ou Microsoft,Koppel bestaande accounts van Google of Microsoft
NEW - Add Student Modal,Link student to you,Połącz ucznia ze sobą,เชื่อมโยงนักเรียนกับคุณ,Associer l'étudiant à vous,Verlinken Sie den Schüler mit Ihnen,Saistiet studentu ar jums,Prepojte študenta s vami,ភ្ជាប់សិស្សទៅអ្នក។,Vincular al estudiante contigo,Vincule o aluno a você,Koppel leerling aan jou
NEW - Add Student Modal,Coming soon,Już wkrótce,เร็วๆ นี้,Bientôt disponible,Kommt bald,Drīzumā,Už čoskoro,មកដល់ឆាប់ៗនេះ,Próximamente,Em breve,Binnenkort beschikbaar
NEW - Explore Card,Expert content,Treści eksperckie,เนื้อหาจากผู้เชี่ยวชาญ,Contenu expert,Experteninhalte,Ekspertu saturs,Odborný obsah,មាតិកាអ្នកជំនាញ,Contenido experto,Conteúdo especializado,Deskundige inhoud
NEW - Archive Confirmation,Are you sure you want to archive this student account?,Czy na pewno chcesz zarchiwizować to konto studenta?,คุณแน่ใจหรือไม่ว่าต้องการเก็บถาวรบัญชีนักเรียนนี้,Êtes-vous sûr de vouloir archiver ce compte étudiant ?,"Sind Sie sicher, dass Sie dieses Studentenkonto archivieren möchten?",Vai tiešām vēlaties arhivēt šo studenta kontu?,Naozaj chcete tento študentský účet archivovať?,តើ​អ្នក​ប្រាកដ​ជា​ចង់​ទុក​គណនី​សិស្ស​នេះ​ក្នុង​ប័ណ្ណសារ?,¿Estás seguro de que deseas archivar esta cuenta de estudiante?,Tem certeza de que deseja arquivar esta conta de aluno?,Weet je zeker dat je dit studentenaccount wilt archiveren?
NEW - Archive Confirmation,Archive students to remove them from active lists while preserving data.,"Archiwizuj uczniów, aby usunąć ich z aktywnych list, zachowując jednocześnie dane.",เก็บถาวรนักเรียนเพื่อลบออกจากรายการที่ใช้งานอยู่โดยยังคงรักษาข้อมูลไว้,Archivez les étudiants pour les supprimer des listes actives tout en préservant les données.,"Archivieren Sie Schüler, um sie unter Beibehaltung der Daten aus aktiven Listen zu entfernen.","Arhivējiet skolēnus, lai tos noņemtu no aktīvajiem sarakstiem, vienlaikus saglabājot datus.","Archivujte študentov, aby ste ich odstránili z aktívnych zoznamov pri zachovaní údajov.",ទុកសិស្សក្នុងប័ណ្ណសារ ដើម្បីលុបវាចេញពីបញ្ជីសកម្ម ខណៈពេលដែលរក្សាទុកទិន្នន័យ។,Archive estudiantes para eliminarlos de las listas activas y al mismo tiempo preservar los datos.,"Arquive os alunos para removê-los das listas ativas e, ao mesmo tempo, preserve os dados.",Archiveer studenten om ze uit actieve lijsten te verwijderen terwijl de gegevens behouden blijven.
